"gene","avg_log2FC","p_val_adj"
"ENSG00000299635",8.2732951298231,1.8221977419956e-18
"ENSG00000286695",8.03796855845961,5.55578513379059e-62
"SLC22A2",7.52554121673795,1.33616786882578e-20
"COL6A3",7.3109733783206,5.15246304155914e-73
"INSRR",7.17156999147259,5.68928720684383e-22
"SLC5A5",7.05151658830581,1.00149882708611e-19
"ENSG00000289871",6.94066958200389,1.10687721277516e-145
"SLC6A20",6.91467897094517,3.918961370801e-81
"VIT",6.85792098463357,7.54329903123599e-39
"ENSG00000308986",6.7995658451946,2.60502662117288e-26
"ENSG00000291061",6.72992074375805,5.27585178711612e-16
"PLEKHG4B",6.67939980142712,2.40485845256352e-20
"KCNK2",6.65019095787824,6.30620511384713e-89
"SLC22A8",6.45360272167502,2.36584813355628e-16
"ENSG00000248491",6.42751626026463,1.09903660797758e-46
"COL15A1",6.38280203031326,4.34672008822044e-44
"ENSG00000290067",6.21212043909605,3.83280881178972e-48
"ENSG00000287849",5.97918706190224,4.08848464745904e-24
"CEMIP",5.88407070466195,2.31056858812903e-143
"ENSG00000288720",5.77900998399369,1.37886908587553e-36
"LINC01088",5.70279187499206,2.31045864642121e-168
"LINC02058",5.67407660592619,4.74567434024844e-68
"DCDC2",5.66348949000267,1.46413868033956e-11
"ENSG00000308482",5.66163372695846,3.21036559238467e-15
"PTGFR",5.43078613775073,1.46062051831092e-36
"PAMR1",5.36124699790594,2.07362016740231e-27
"ENSG00000226622",5.34608005743263,1.13726774123713e-19
"SLC22A6",5.31359639503853,4.76860515469273e-21
"LTBP2",5.30007945565695,6.09437000427681e-22
"FGF13",5.24547701454555,8.947093309164e-51
"PDGFRA",5.23333463569572,1.11922964571821e-18
"LAMA1",5.22629394071461,3.44475322253012e-11
"BICC1",5.19362672207745,3.77408981076849e-164
"ADAMTS12",5.17853248736239,2.10777842968817e-43
"MAMDC2",5.12631331521019,1.99553445199455e-34
"ENSG00000289451",5.10174458701398,3.41413535336225e-14
"ENSG00000253108",5.07536867493062,1.49892650692504e-12
"COL12A1",5.06908359796235,7.95621969738057e-36
"FLRT2",5.04327446866403,3.86149444130394e-153
"ENSG00000253288",4.94155631278793,2.88960967439412e-21
"MLPH",4.91356264289894,2.72531680515309e-24
"PTK7",4.90926357948164,2.85348111014753e-38
"MICOS10",4.86734937747535,2.2806832203199e-20
"ROR2",4.86388428095419,3.86324070914572e-42
"SLC16A12",4.8503643465906,1.68899493013384e-67
"ENSG00000289423",4.84511949383106,5.51778417773658e-14
"ALDH1A2",4.8144485740878,1.96911216761784e-38
"SLC13A4",4.78363177006567,5.52103062250506e-20
"COL1A1",4.78201937224813,4.37311487140606e-36
"ENSG00000286856",4.77023221081697,1.00224629836749e-20
"PKP2",4.76269803952897,4.92753366956776e-46
"ENSG00000226965",4.681133078726,4.71700788901198e-17
"ENSG00000287255",4.66124281425592,3.12496927058268e-13
"MMP2",4.65938231168171,4.43326387635747e-16
"LINC01237",4.63078424374821,2.06629944505862e-41
"ALDH1L1",4.61989408781772,1.43224108069648e-37
"AOX1",4.60384537166089,4.46850439756029e-11
"PIWIL4-AS1",4.59592807048603,1.15273685384693e-15
"SNCAIP",4.56668670842212,1.0616761841885e-27
"CLIC6",4.55990295847078,2.17764167344745e-18
"GREB1",4.54427646420025,4.06680846450475e-33
"SLC13A3",4.53912941534428,2.96934392321822e-28
"IL18",4.52101181226089,7.12573222640217e-22
"OGN",4.51171228270855,1.98038947657301e-17
"KAZN",4.48731323833691,7.39604755698957e-105
"WDR86",4.47778398600766,6.29010369776496e-56
"LAMB1",4.4775495754808,3.04914753862735e-49
"ENSG00000289884",4.46304795852817,5.28870431449163e-17
"STEAP4",4.46157730255715,2.53505179599789e-12
"ADAM12",4.45710391362769,4.32185466804458e-23
"HSD11B1",4.45486536876781,2.26702593435985e-12
"SYT1-AS1",4.40697411461988,4.50940793186987e-34
"ENSG00000308049",4.3940529861348,2.82753747068058e-25
"RRS1-DT",4.37905030593459,1.35594783462534e-22
"COL13A1",4.37787599428993,9.1358523597258e-24
"ENSG00000308009",4.35861310513413,1.44579239552381e-12
"C7",4.33856405579866,2.57219983566857e-37
"IGDCC4",4.31865722746166,3.92899031572183e-25
"ABCA10",4.18797556424268,1.09619913098193e-65
"TNFRSF19",4.17782727935248,2.12482204832618e-20
"MCTP2",4.16064981838808,1.76327963503311e-18
"CMKLR1",4.15882671117552,6.05677426177780e-11
"FBN1",4.13052969774803,5.01515784886672e-63
"THBS2",4.12135111802348,4.21057787725992e-22
"ABCA9",4.1165458514075,4.73395897493508e-121
"ABI3BP",4.11060734636562,5.69166527268846e-20
"COL11A1",4.09987295584888,1.72451725265745e-41
"ENSG00000306967",4.09677660891648,5.38002263908733e-08
"KCNIP1",4.09664911081149,1.38923604757387e-30
"ACADL",4.08587640298179,2.35581710433778e-33
"FBLN1",4.07254064747964,1.92656170105136e-72
"FBLN5",4.06413315099918,8.73796372009311e-31
"FMO2",4.06319836008806,1.31679454421469e-38
"GPC3",4.04241080916351,1.63447514466452e-11
"CSMD2",4.04196849898014,1.062682452632e-45
"PALS2",4.033146482083,2.28451903270908e-53
"ABCA6",4.03004207409349,4.85127543910805e-60
"ARHGAP28",4.02674311951139,1.29353110058651e-16
"CLMP",4.01242622704649,2.15591076788856e-39
"RMDN2-AS1",3.98718899933865,7.34890944776232e-11
"ENSG00000257496",3.97359098315335,2.39490208333782e-35
"TWIST2",3.9639310642363,1.40169574517809e-07
"ENSG00000291142",3.96121483721219,1.98773952635842e-26
"ENPP6",3.95350019675675,1.38784720126116e-24
"ENSG00000287232",3.93414424770514,4.12436984227948e-11
"FAM20A",3.9223441990075,4.36843447775877e-47
"COL4A6",3.90861744697376,2.56616491462778e-17
"LUCAT1",3.89587311257691,4.33560301556595e-10
"ENSG00000253642",3.88441519507366,7.14486593087907e-16
"ABCA4",3.86827323513056,7.46892848514957e-09
"TRPM3",3.86253460073013,1.63149288823292e-21
"CRACD",3.86244846084768,2.07245719955353e-11
"ENSG00000306287",3.86064922669213,1.14736073236498e-14
"LINC01482",3.85600160326929,2.28253644988954e-31
"ENSG00000254302",3.84805001693346,5.99220453364065e-12
"ARNT2-DT",3.84360868929307,4.98349814411078e-18
"SRPX2",3.81996959422061,3.39236785464957e-36
"FERMT1",3.80786739981795,1.19995822042356e-07
"ST3GAL5-AS1",3.80256457207889,1.75089986711414e-07
"FHL2",3.7639189791509,1.20439403850033e-26
"SLC44A3-AS1",3.7413979023256,3.6997771077664e-24
"DCDC1",3.69648304225833,5.203352366497e-09
"F13A1",3.68418019443998,1.11962575640773e-12
"ITGA8",3.675075505459,1.53362625344957e-32
"SVEP1",3.66474088429349,1.90737030034359e-16
"COL3A1",3.63671440177649,2.94326137855006e-18
"NGF",3.63163637646463,2.46335600792504e-08
"C16orf95",3.59688328701229,8.39322287508185e-13
"AKR1C2",3.5903084005652,2.56924800689201e-14
"ALX3",3.58945244081363,7.8003305636417e-06
"PLD1",3.58925117543721,5.22004724582443e-52
"CYP1B1",3.58221720196138,1.00060470839352e-30
"ELN",3.57069960949289,1.67371120181703e-24
"PRKG2",3.55129947083858,7.11780922923783e-20
"RAMP2-AS1",3.54420602658814,5.02003364929702e-08
"ENSG00000296481",3.51523565434713,1.13718740044452e-45
"ISLR",3.49596509181508,1.06785182163452e-08
"F3",3.48685884625983,7.47628506182727e-38
"RASSF2",3.48488806674237,8.11185228689835e-15
"TSPAN18",3.45172438928398,7.88314860569886e-19
"IGFBP2",3.44483609873431,1.76056646881695e-14
"PRICKLE1",3.42524601439142,2.44980969110004e-35
"PRDM6",3.42432541199012,1.14620817227929e-16
"BMP5",3.41550217930669,3.13814612965489e-27
"COL5A1",3.36326622604647,1.31580802649736e-22
"ADAMTS17",3.36223011017114,1.90181063893572e-13
"THBS1",3.36190527587273,1.24263322991914e-13
"ENSG00000239922",3.33919911275093,1.59274848779315e-24
"NT5E",3.33845035573309,1.08481503110631e-07
"DCDC2C",3.33167911885348,1.11847560145307e-14
"EPHA7",3.33038059916003,2.47674948440332e-19
"MAPK4",3.32642233392425,1.33233332975284e-12
"ENSG00000225096",3.3178338982619,1.62124122838651e-30
"ABCA8",3.30654126936772,2.82923532049983e-58
"TPTEP1",3.30391660393643,8.49612067672451e-16
"KIAA1755",3.26687562920507,6.79157210806337e-20
"FGFR2",3.23888623627743,1.1443799797816e-18
"ENSG00000307324",3.23012033195734,1.63158320860827e-10
"ANGPT1",3.20127359676877,6.98405546789869e-12
"SLC2A10",3.19540015134821,1.51393567035413e-08
"C1S",3.18723024295404,2.97107823574418e-28
"USP38-DT",3.18260878531874,3.08909352215411e-16
"METTL24",3.17776367199299,7.10596652798185e-08
"LINC01182",3.17334172240016,1.54668308464452e-06
"FLVCR2",3.13699111595622,1.65164087481663e-19
"CCDST",3.11779403398732,2.18689954747714e-25
"KCNQ3",3.11509241132397,1.74408104437967e-22
"CPVL",3.10618239301972,5.7848636808073e-08
"RSPO2",3.10405071322298,6.31362526135329e-07
"PCOLCE",3.09068533096765,3.47059900990647e-12
"NTRK3",3.07737526256405,8.99127365321968e-113
"BHMT2",3.06239712401743,2.13323342243764e-12
"ENSG00000271945",3.04791766224191,6.92256208094774e-07
"SLC7A11",3.04522020891659,4.19911336667039e-60
"ENSG00000257252",3.01784512821014,3.36967338467377e-16
"LPCAT2",3.01351038204423,4.90560757723118e-11
"COL7A1",3.01244693674909,1.87299283858371e-12
"PRKAG2",3.01000877651329,2.01401213695338e-45
"AEBP1",3.00385414294157,1.15638765898013e-32
"GK5",2.99715508003775,4.02248695931668e-22
"PLAGL1",2.99005934260177,3.90266264714251e-19
"NINL",2.98625507782192,1.44388805311799e-14
"ENSG00000305055",2.9779394979905,1.15558299213543e-08
"USP53",2.97712603586751,5.67664990940192e-57
"ENSG00000305547",2.9748809089105,6.23308044532031e-09
"TPCN1",2.96694977116919,2.90355817354106e-27
"MIR99AHG",2.9641301882517,4.95415636912117e-134
"ENSG00000290931",2.96002904523414,1.2333249250591e-12
"DAPK2",2.94826310587501,9.39544506335518e-05
"PAPLN",2.93905384771191,7.73487758243322e-07
"ENSG00000230333",2.93652858980316,8.67733674726849e-06
"GLT8D2",2.92451134111438,5.83863023546387e-05
"PLXNC1",2.92217844171304,8.40021623804444e-13
