"gene","avg_log2FC","p_val_adj"
"PHYHIP",2.52431994865802,4.7283778395667e-142
"NRGN",2.42770354569125,2.31250918592911e-224
"MEF2C",2.37226212300185,1.63999418710694e-122
"CAMK2A",2.35810930105396,1.08679739347397e-63
"ENC1",2.34753574122251,7.54141793091202e-55
"CHN1",2.29986333276689,1.44263963319027e-167
"TAGLN3",2.2817899028648,2.26639792793486e-43
"CELF2",2.23636754567545,1.7302262812799e-90
"LY6H",2.21023617770789,8.20715189311232e-47
"SNCB",2.20993575309802,2.79497919997328e-71
"SYN1",2.18603369085686,4.4042196395949e-52
"SYT1",2.17454525932566,1.69364889743849e-225
"CAMK2B",2.16064058784222,5.38764393272367e-51
"EEF1A2",2.1432848172746,1.96482554754549e-71
"PRKAR1B",2.12043889431643,7.55502128218489e-46
"PCLO",2.11926813146243,3.06416526322501e-44
"NDRG4",2.11522130146267,1.75817190240915e-45
"DNM1",2.10920981622939,6.86344867302862e-105
"TSPYL1",2.10103714155984,6.58329586109248e-57
"SLC17A7",2.09867871077433,1.55134569164534e-42
"THY1",2.088143191734,6.37411948211228e-63
"SNAP25",2.07556009796336,3.00159380713521e-137
"GABRB2",2.04384269010778,4.92827227613909e-37
"SLC8A1",2.01494144117607,3.41171752463023e-44
"VSNL1",2.00474165576065,2.3451904522696e-47
"CALY",2.00053348411526,3.57116298102392e-49
"RALYL",1.98520238970354,2.65209534552644e-52
"KCNQ5",1.9697884118549,1.27817425859871e-37
"GRIN1",1.94292218934709,8.64513515645714e-101
"GPM6A",1.9407552709809,7.57694834947382e-86
"NCDN",1.9085177113247,1.65044005236993e-65
"CALM3",1.85475982116351,4.49824982322859e-59
"SPARCL1",1.85450830055159,2.24583985533448e-102
"PTK2B",1.83885185971767,2.19954426817459e-46
"PCSK1N",1.82141168681148,4.42913261182943e-57
"PLCB1",1.81974373050193,2.51505073175594e-59
"KIFC2",1.79209917247815,1.9958493981144e-43
"CEND1",1.78161908688718,4.34840345831686e-31
"KCTD16",1.77897583224953,9.78206473229199e-30
"MAP2",1.76276336962308,1.36419326473267e-48
"FGF14",1.73486551123937,1.40894210614907e-54
"RUNDC3A",1.72566062300994,4.02942370218794e-29
"NRG3",1.71669413108311,5.41449929568926e-76
"UCHL1",1.70601868211381,1.89988558431062e-46
"BASP1",1.66897311355303,6.21636198368555e-32
"NRCAM",1.66771204130184,1.43392695235865e-25
"TUBA1B",1.65380138352656,1.78272863772441e-40
"NRXN1",1.65242362667359,1.23515279800507e-86
"TPI1",1.64633664982631,3.04860888272812e-29
"NALF1",1.64572374878843,5.67914022958727e-49
"TENM2",1.63571624922373,1.17186673412652e-31
"PKM",1.62685312391425,1.14816951265513e-46
"KCNMA1",1.62345153359142,1.28069187941025e-21
"ATRNL1",1.61854893683131,8.03242917991187e-41
"SYP",1.60856168725847,7.40562201180933e-33
"STXBP1",1.60624192439612,1.54552898385514e-46
"SLC1A2",1.569062313098,3.56046347928669e-32
"CCSER1",1.55820944184859,7.98787556602826e-27
"OPCML",1.55236114881646,3.48010705473828e-44
"TMEM59L",1.53478580538285,6.31976085360223e-59
"ENO2",1.51758890790194,2.04899746190364e-55
"CPE",1.48984905879703,9.56832023879678e-27
"SV2A",1.4850542413016,6.5482904899495e-18
"FBXO44",1.47734632227854,1.98118530658971e-14
"TOLLIP",1.4623053315275,2.31583065123966e-15
"TSPYL2",1.45933657142792,1.75665839541531e-33
"CDIP1",1.45375474809533,3.34380987949555e-16
"SEZ6L2",1.44044159973572,1.3106524748848e-15
"RHBDD2",1.43987442784658,1.42816511438821e-16
"NPTXR",1.42932674370135,1.04325667324746e-30
"ROBO2",1.42600760248117,3.83109455041944e-33
"GNAS",1.4217454503713,4.1488823134475e-63
"CLIP3",1.38832984885035,3.11305644564177e-21
"LINGO2",1.38624708199997,7.81737322046826e-17
"PYGB",1.37405822080925,5.7585558942648e-13
"ATP6V1B2",1.36900025937609,6.9598997008635e-22
"CLU",1.36585280222865,1.90140289815231e-87
"MRTFB",1.36528462696867,3.75362452740083e-12
"BSG",1.36476565446241,2.33381193088586e-42
"MAP1B",1.35555086158078,3.16310351216215e-134
"RBFOX1",1.35543366607071,3.07464384257896e-73
"KCNQ3",1.35169329400005,1.58161417443058e-15
"CSMD1",1.35014681786926,1.32311114437426e-71
"FAIM2",1.34965084425162,9.44528768298742e-75
"CSRNP3",1.34734243263271,1.69423901466711e-20
"SCAMP5",1.34168792927676,5.86657787573203e-17
"LMO4",1.33662372664184,1.2015385980666e-36
"GRIA3",1.32837718018894,7.70646516414285e-19
"ENTPD6",1.31582520334064,0.00023689629418271
"USP11",1.31494816972169,2.35028390944783e-30
"FGF12",1.30430475731126,1.80683091294512e-21
"MT-CO1",1.29177105595801,5.55829652829498e-85
"TMSB10",1.28926947964883,3.49236412144183e-25
"NUDT3",1.28516314925948,1.7604440953116e-22
"NAPB",1.26819668209581,1.87734959603131e-19
"OXR1",1.25389621464971,1.86819631217694e-32
"AFF3",1.24640921528842,6.34235749241739e-13
"RAP1GAP",1.24522493233705,2.45294316414585e-08
"MAP1LC3A",1.24052025110521,1.54583140798515e-15
"MAPRE3",1.23961030316468,2.34805682715654e-14
"NDUFS5",1.23770274957547,7.29322454984529e-17
"CDK14",1.23288725254532,4.04197490359486e-13
"MRPL41",1.2300348000908,8.36730183561371e-22
"PKD1",1.22994196056672,1.17404244863612e-36
"NAT8L",1.22284661488223,2.47734865527912e-16
"FOXP1",1.21541293825087,1.20462133799387e-08
"NDUFA4",1.19850706246674,9.75635247685697e-13
"PPP2R1A",1.19558894950424,2.05162651646885e-27
"KHDRBS2",1.19384414407014,3.00777946612944e-25
"KIF3C",1.19344755256335,2.82599422278774e-09
"AP2M1",1.19282586694644,9.45467480930656e-26
"SLC9A6",1.18876006628059,2.32318722350874e-09
"WDR82",1.18873288462645,2.52134033392711e-09
"DLGAP1",1.18556570372019,8.35471840990712e-28
"ATP5F1D",1.17677848516503,8.66690987356908e-22
"LONRF2",1.1750097876503,0.00100363113551375
"SNAP91",1.17241102315344,8.53626351795283e-08
"NSF",1.16951888802292,8.51432175866538e-10
"BEX3",1.16882985937459,4.23321193731254e-12
"SPTAN1",1.16757822741264,1.6514813635725e-24
"PCDH7",1.16704141090642,2.00767495013638e-17
"MAP1A",1.15765742885614,1.26698203851333e-27
"INPP5F",1.15389025717826,1.43062874285517e-14
"SGSM1",1.15283998110194,0.00168230508373854
"UBA52",1.15042627329194,8.18260098240921e-15
"YWHAG",1.15001034598164,1.93957833121013e-33
"ATP5F1B",1.13871722612154,1.14447347633881e-20
"TMSB4X",1.13423238892894,1.17505180703895e-27
"COX5B",1.13200791802091,1.16933878787061e-18
"GDI1",1.12847331285377,3.88319434262473e-47
"MT-RNR2",1.12450583834348,2.51206348417343e-114
"KALRN",1.12358580188455,1.95794394750243e-14
"ARPP19",1.123066733174,3.3900996483691e-29
"H1-10",1.12200395564812,2.27957727333406e-21
"RTL8C",1.11369208343277,8.30706691025729e-12
"PABPC4",1.10324331712009,1.67790642030786e-08
"SETBP1",1.10130406158282,3.05699049136368e-05
"RNF11",1.09901001472915,2.90578209114982e-08
"SNHG25",1.09787703986747,4.75697802343959e-52
"RABL6",1.08901711799246,1.86939611338652e-09
"GRIPAP1",1.08871856356165,6.10286590275106e-06
"EDF1",1.08768544347268,9.39514119560749e-21
"DTNA",1.08200894772462,6.21156858526142e-34
"DGKZ",1.08190922986076,3.32747689366639e-07
"SHC2",1.07625071657815,1.18631809235708e-20
"NPTN",1.07203325245593,6.02438081262678e-14
"MDH1",1.07154469695722,0.000615482143796146
"MT-RNR1",1.07111767474571,1.66382785538121e-68
"PEA15",1.06880941380079,3.3028864435567e-06
"CLSTN1",1.06679706225206,5.94614364802408e-33
"ARHGDIA",1.05345360460002,4.71259416068925e-09
"SORL1",1.05002350500067,1.39347912584779e-15
"DPP10",1.04958933096236,2.93524341472607e-38
"COX4I1",1.0495094853141,4.98575535943033e-14
"PFKL",1.04931071632046,7.37560973305002e-09
"BRSK2",1.04687975108353,5.27022883690237e-09
"FKBP8",1.03457343273124,8.54869595873275e-25
"ECHS1",1.03311003994758,0.00352760418071856
"EIF4A2",1.03223158719222,6.19191841413729e-35
"MIB2",1.03003740599643,0.000162101364545305
"ATP6V0D1",1.0253260112921,0.00219757954163289
"KIF1A",1.02361978915085,2.18253269052115e-26
"MT-CO3",1.01524754177583,6.30899874432406e-82
"YWHAB",1.01319947682674,5.9826282941611e-17
"GPX4",1.0115126319124,1.8485316025333e-08
"CPT1C",1.00797864056106,0.0486578698287781
"NORAD",1.00786109940076,4.0472164657658e-15
"KCNIP4",1.00684121395056,1.00298462676634e-50
