"gene","avg_log2FC","p_val_adj"
"ARHGAP24",3.68027375229812,0
"CTNNA2",2.9851985981519,0
"FREM2",2.77235206899497,2.33839812112015e-194
"PDGFD",2.62203725100779,8.73949900297437e-201
"UST",2.54084906074672,3.8951753471134e-184
"LHFPL2",2.33369460864065,2.9093154368491e-317
"LHFPL3",2.20471281680502,0
"ETV5",2.09963874516775,4.08072606200898e-302
"PTPRM",1.87042079863104,0
"FAR2",1.86649904698559,2.6196132876081e-115
"LRMDA",1.86556898027247,3.31852540100707e-127
"ENSG00000254919",1.86315740306704,3.98210273187368e-96
"DGKH",1.68070502378783,2.43106966714462e-132
"GUCY1A2",1.66489445155439,2.15138677241198e-210
"TRHDE",1.64237347717097,1.72240020461987e-100
"IFNG-AS1",1.5951120389377,1.74093721676265e-81
"ZFPM2",1.53795540010921,1.26015419169567e-230
"PLEKHH2",1.52127313711026,1.66921773888258e-215
"DCC",1.48470921249441,3.09218610340176e-233
"KIT",1.44569854926069,1.35582896440379e-73
"LINC00463",1.38150434155046,2.07860181565719e-95
"BCAN",1.37500925653971,1.28680444031862e-96
"SPRED2",1.27708628175949,8.47392386200703e-82
"ITPR2",1.21586188832183,1.29366001412817e-200
"LDLRAD3",1.21406360231678,8.85887017249953e-285
"BAALC",1.18098117949663,8.2522986614234e-119
"ENSG00000287862",1.175386388251,6.44515970322528e-39
"GDNF-AS1",1.17059167032667,3.21064983785031e-84
"BCAT1",1.16040982068412,5.15999577399007e-87
"PDZD2",1.1252660068277,1.40158969930246e-299
"TBC1D8",1.11993100951977,9.1293187638658e-62
"CNDP1",1.11341305065677,0
"DPY19L1",1.10430491659062,2.02336515076216e-64
"DISP1",1.09758436313684,2.83388535069909e-47
"SIPA1L2",1.09639871890231,2.07326425461606e-69
"S100A6",1.08879777566762,2.31508800201543e-48
"ABHD2",1.08530955995674,5.73663021757147e-129
"INSYN2A",1.05373632603557,1.61677539407026e-41
"ITPKB",1.03158705113959,5.22886296694084e-242
"PIM3",1.01343222516814,4.77575643712197e-84
"MAML3",0.994500725634319,1.73943061655775e-121
"CDH13",0.992995358639432,2.03932460177177e-65
"IGF1R",0.991089041480467,3.92998217274083e-304
"GPC5",0.985344280175679,2.32456651105981e-57
"SLITRK5",0.962965938800654,2.10342404281618e-38
"RORB",0.937997540937448,2.05065156482011e-56
"NRG2",0.925626971431061,5.06645203611278e-47
"ARHGAP12",0.913194309655557,2.03751050978934e-70
"GK5",0.904958471162907,9.84991212839142e-53
"SLC38A1",0.898193947874279,3.34952116600474e-69
"CAMK2D",0.895491281126171,2.81365596083183e-143
"TRIQK",0.888101998792755,1.43473502124407e-74
"ADAM19",0.881454433030543,1.64339936561129e-52
"MIPOL1",0.876673753291822,5.04869094973442e-31
"XYLT1",0.874600837009565,3.18610918570528e-81
"GRIN2A",0.865920362915404,2.32267394619332e-73
"CD63",0.852080410222869,6.51464935494558e-46
"ST3GAL6",0.847184021597294,3.34483574427164e-118
"MT2A",0.844070762873977,9.55304342546347e-49
"SLC2A13",0.843290012498758,9.09343781065498e-37
"SLIT2",0.841307454432637,1.91459492273948e-84
"SFRP1",0.841148611941813,2.78823031375196e-39
"CDK14",0.836679700873046,4.51921565394962e-37
"ITM2A",0.825817353924117,4.10802127733726e-26
"CHSY3",0.806684899377579,6.39287567929445e-35
"PCA3",0.801736279559843,3.28114718394589e-61
"RUNX1T1",0.798521731138073,2.10673571465448e-30
"SELENOM",0.793893352371994,1.07411530958568e-24
"ENSG00000289405",0.78585053723266,2.21342859462941e-22
"TENM3",0.76185517302007,3.20693134633298e-37
"LAMA2",0.745463341830396,2.07074747477048e-119
"ESRRG",0.738122395471771,1.41017075045857e-78
"LRP4",0.737047021965621,2.87787858228416e-111
"RPS18",0.731190530680883,1.13976012600041e-17
"PRKD1",0.727812058030727,5.99770377939033e-64
"INPP5F",0.713735779539912,9.91801408771579e-39
"KCNQ3",0.704828821378649,4.67796618428341e-17
"RPS13",0.703935785239997,3.35834993156152e-19
"CHPT1",0.694854313329543,9.80679949861002e-29
"CADM2",0.693748899104057,0
"ENSG00000303606",0.680864034586915,2.112795107831e-24
"SLC6A15",0.678785212815491,6.39326663339279e-49
"ERC2",0.675597947676204,4.01324031161776e-45
"DAD1",0.672898802103283,3.54126512105551e-20
"SOX5",0.668537699258763,2.15928735346168e-19
"MAML2",0.666712133978293,1.38921379520176e-77
"PTPN13",0.666271067403067,4.81337880951813e-121
"MIDN",0.660205869342526,3.26232456813176e-21
"ITPR1",0.658595825234091,2.91478361926421e-21
"H3-3B",0.658179050696897,2.08436260949225e-69
"DBI",0.654055461861865,4.11553124119323e-19
"IPO9-AS1",0.653495506788086,2.3491982657746e-29
"RPS23",0.652389921139062,2.91875303789104e-21
"ENSG00000307510",0.651489429462309,4.4991311116876e-27
"CSMD2",0.65082552106859,1.29688320402993e-88
"RPL30",0.649101227868678,7.49809399901766e-30
"GCNT1",0.646407515403488,4.14888057969833e-24
"ANXA5",0.645440898690104,6.65607844095901e-16
"RPLP1",0.643354204738333,1.67586440077533e-41
"ENSG00000293076",0.642740720104386,6.36863068360721e-17
"RPS8",0.638520013042401,2.50840899643044e-22
"XKR6",0.63478877435674,9.06053803309878e-22
"ZMIZ1",0.63134727237351,1.53296929546534e-59
"MIR9-2HG",0.620367632764172,7.23755957791516e-51
"ASTN1",0.61914488963287,5.57738406454955e-14
"ZFP36L2",0.616241873255211,5.00824265760202e-16
"UBALD2",0.614211670427493,3.13917635241366e-12
"CD9",0.610951476463838,9.12643139619834e-76
"CNTLN",0.609061256647097,4.85685724814331e-18
"SEMA5A",0.608335167718751,8.01037396924771e-45
"DIPK1C",0.60706662379932,1.49152879777528e-25
"RPS21",0.606708161264877,4.74219662668395e-23
"CDH19",0.606520039514532,3.54758660074276e-135
"CRYAB",0.605926834925649,1.84793206896496e-110
"HEY2",0.604758736770187,1.17371638653342e-17
"DOCK11",0.603913734799128,3.44101423811951e-12
"EIF1",0.60214833358427,4.19283296729041e-61
"EYA4",0.600583448149626,3.18597150811991e-21
"FAU",0.596618650584254,5.45049265315467e-32
"PRKD3",0.596352352102552,7.69118231515122e-16
"CREG2",0.593602366400008,4.68609388959702e-23
"PCDH7",0.593118082119697,1.36907054728856e-11
"ZBTB47-AS1",0.590920150461314,9.61742454125489e-90
"QDPR",0.589202978996183,2.22074880677393e-253
"RPL19",0.585681124959331,3.77059354546191e-22
"SLC38A2",0.585541215827174,5.29124229454601e-96
"RPL32",0.585360545500454,4.03137720203458e-17
