"signature","feature","gene_set","n_gene","agg","level","rho","p_val","n","herv_pct","gene_set_pct","p_adj"
1,"HML3-1q32.1b","PM20D1",1,"mean","donor",0.21417004048583,0.190457239725772,39,0.0672735760971055,0.00672268907563025,0.190457239725772
2,"HML3-1q32.1b","SLC26A9",1,"mean","donor",0.051417004048583,0.755908832947145,39,0.0672735760971055,0.00196078431372549,0.755908832947145
1,"HML1-1q32.1","PM20D1",1,"mean","donor",0.0182186234817814,0.912343906939592,39,0.0485527544351074,0.00672268907563025,0.912343906939592
2,"HML1-1q32.1","SLC26A9",1,"mean","donor",-0.0277327935222672,0.866907042156366,39,0.0485527544351074,0.00196078431372549,0.866907042156366
