"subcluster","blue_score_1","red_score_1","brown_score_1","turquoise_score_1","yellow_score_1","green_score_1","black_score_1"
"0",0.140046840536117,0.0477797433334474,0.0453922279720832,0.131126305903429,0.00634566763389301,0.00447035944659445,0.00655326279039356
"1",0.221721215725733,-0.103806305226553,0.0998775904125413,-0.0843977787058497,-0.00425074190884032,-0.111547447784152,-0.0964174097050474
"2",0.0369015287640489,-0.0364256825389974,0.30039684595987,0.0419160791552594,-0.0584863580569195,-0.0509520366960833,-0.0831249692890937
"3",0.0383555463734187,0.00989025853374195,0.0644240170993365,0.175476219070418,-0.0104266364700242,0.0253167424409444,0.00381251615412698
"4",0.0454654768477009,-0.0163783329378874,0.281949781750016,0.117269124846421,-0.0745489397505959,-0.0871080640582167,-0.0550384679742308
