celltype,n_NC,n_AD,subfamily,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
All,20423,34900,HUERS-P1-int,2.10E-15,0.011853972,0.187,0.169,1.26E-13
All,20423,34900,PRIMA41-int,7.60E-14,0.006119771,0.165,0.149,4.56E-12
All,20423,34900,HERVE-a-int,7.75E-14,-0.140102416,0.097,0.092,4.65E-12
All,20423,34900,LTR19-int,5.01E-13,0.015948139,0.057,0.047,3.01E-11
All,20423,34900,HERV9-int,2.11E-12,-0.324274259,0.129,0.14,1.27E-10
All,20423,34900,ERVL-int,3.85E-12,-0.080430638,0.089,0.08,2.31E-10
All,20423,34900,LTR57-int,3.93E-11,0.103310192,0.082,0.07,2.36E-09
All,20423,34900,HERVS71-int,8.65E-11,-0.005079538,0.191,0.177,5.19E-09
All,20423,34900,MER34B-int,2.34E-10,0.156461269,0.134,0.116,1.40E-08
All,20423,34900,LTR46-int,3.61E-08,-0.25288037,0.054,0.053,2.17E-06
All,20423,34900,HERVFH21-int,3.63E-05,-0.290126096,0.058,0.061,0.002176189
All,20423,34900,HERVH48-int,6.37E-05,-0.094568926,0.054,0.052,0.003823366
All,20423,34900,HUERS-P2-int,0.000167298,-0.272756302,0.047,0.052,0.010037906
