"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010906","regulation of glucose metabolic process","3/34","12/2173",0.25,15.9779411764706,6.55811966493511,0.000699750018748338,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1",3
"GO:0019318","hexose metabolic process","4/34","33/2173",0.121212121212121,7.74688057040998,4.92285543621838,0.00148409206275389,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1/FUT9",4
"GO:0005996","monosaccharide metabolic process","4/34","38/2173",0.105263157894737,6.72755417956656,4.48979013521581,0.00253274483866978,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1/FUT9",4
"GO:0044282","small molecule catabolic process","4/34","40/2173",0.1,6.39117647058824,4.33792553427043,0.00306703660818082,0.536955419480475,0.526446886665258,"ADCY10/HIBCH/FUT9/ABCD4",4
"GO:0048285","organelle fission","4/34","42/2173",0.0952380952380952,6.08683473389356,4.19608739617882,0.00367403363132348,0.536955419480475,0.526446886665258,"MSH4/UBR2/GDAP1/TMEM135",4
"GO:0006109","regulation of carbohydrate metabolic process","3/34","25/2173",0.12,7.66941176470588,4.22770206226182,0.00636465894068767,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1",3
"GO:0002429","immune response-activating cell surface receptor signaling pathway","3/34","26/2173",0.115384615384615,7.37443438914027,4.12169910388275,0.00711839606313173,0.536955419480475,0.526446886665258,"SOS1/UBR2/KLRD1",3
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","3/34","29/2173",0.103448275862069,6.61156186612576,3.83472602077378,0.00968888227354133,0.536955419480475,0.526446886665258,"SOS1/UBR2/KLRD1",3
"GO:0006006","glucose metabolic process","3/34","29/2173",0.103448275862069,6.61156186612576,3.83472602077378,0.00968888227354133,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1",3
"GO:0016051","carbohydrate biosynthetic process","3/34","29/2173",0.103448275862069,6.61156186612576,3.83472602077378,0.00968888227354133,0.536955419480475,0.526446886665258,"ZNF692/NR3C1/FUT9",3
"GO:1903131","mononuclear cell differentiation","4/34","55/2173",0.0727272727272727,4.64812834224599,3.45423954747144,0.0096948855845465,0.536955419480475,0.526446886665258,"SOS1/NR3C1/TNFSF13B/PKNOX1",4
"GO:0140013","meiotic nuclear division","2/34","10/2173",0.2,12.7823529411765,4.70725521109546,0.00988747583625975,0.536955419480475,0.526446886665258,"MSH4/UBR2",2
"GO:1903046","meiotic cell cycle process","2/34","11/2173",0.181818181818182,11.620320855615,4.45112829440269,0.0119668083200303,0.536955419480475,0.526446886665258,"MSH4/UBR2",2
"GO:0006310","DNA recombination","3/34","32/2173",0.09375,5.99172794117647,3.58576265350867,0.0127379985004239,0.536955419480475,0.526446886665258,"MSH4/UBR2/SEM1",3
"GO:0062012","regulation of small molecule metabolic process","3/34","33/2173",0.0909090909090909,5.81016042780749,3.50972929845054,0.0138633891441909,0.536955419480475,0.526446886665258,"ADCY10/ZNF692/NR3C1",3
"GO:0001776","leukocyte homeostasis","2/34","12/2173",0.166666666666667,10.6519607843137,4.22612915079602,0.0142202199802866,0.536955419480475,0.526446886665258,"SOS1/TNFSF13B",2
"GO:0031331","positive regulation of cellular catabolic process","3/34","34/2173",0.0882352941176471,5.63927335640138,3.43675051015767,0.0150440314811558,0.536955419480475,0.526446886665258,"ATF6/ADCY10/RFPL2",3
"GO:0050778","positive regulation of immune response","4/34","64/2173",0.0625,3.99448529411765,3.06505208120498,0.0163523169566164,0.536955419480475,0.526446886665258,"SOS1/UBR2/KLRD1/TNFSF13B",4
"GO:0043255","regulation of carbohydrate biosynthetic process","2/34","13/2173",0.153846153846154,9.83257918552036,4.02620901490601,0.0166420853244552,0.536955419480475,0.526446886665258,"ZNF692/NR3C1",2
"GO:0051321","meiotic cell cycle","2/34","13/2173",0.153846153846154,9.83257918552036,4.02620901490601,0.0166420853244552,0.536955419480475,0.526446886665258,"MSH4/UBR2",2
"GO:0001654","eye development","4/34","65/2173",0.0615384615384615,3.93303167420814,3.0262312019937,0.0172333945862117,0.536955419480475,0.526446886665258,"ATF6/SOS1/TMEM135/PKNOX1",4
"GO:0150063","visual system development","4/34","65/2173",0.0615384615384615,3.93303167420814,3.0262312019937,0.0172333945862117,0.536955419480475,0.526446886665258,"ATF6/SOS1/TMEM135/PKNOX1",4
"GO:0048609","multicellular organismal reproductive process","5/34","99/2173",0.0505050505050505,3.22786690433749,2.860002678921,0.0172342209524465,0.536955419480475,0.526446886665258,"MSH4/ADCY10/SOS1/NR3C1/UBR2",5
"GO:0048880","sensory system development","4/34","66/2173",0.0606060606060606,3.87344028520499,2.98817379513665,0.0181439592203967,0.536955419480475,0.526446886665258,"ATF6/SOS1/TMEM135/PKNOX1",4
"GO:0006094","gluconeogenesis","2/34","14/2173",0.142857142857143,9.13025210084034,3.84685383934417,0.0192269033368424,0.536955419480475,0.526446886665258,"ZNF692/NR3C1",2
"GO:0007292","female gamete generation","2/34","14/2173",0.142857142857143,9.13025210084034,3.84685383934417,0.0192269033368424,0.536955419480475,0.526446886665258,"MSH4/SOS1",2
