"module","trait","cor","n_gene","hub_gene","GO","GO_padj"
"blue","AD_binary; herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVH.int; herv_HERVK3.int; herv_HERVK22.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVK14.int; herv_HERVE.int; herv_HERV.Fc1.int; herv_HERVK13.int","-0.115; -0.081; -0.055; -0.035; -0.033; 0.029; 0.028; -0.028; 0.027; 0.025; -0.013; -0.01; -0.004; 0.002",203,"FTH1; CRYAB; FTL; CNP; APOD; ACTB; PTMA; CLDND1; CSRP1; RNASE1; MT3; NKX6-2; OLIG1; SELENOP; MARCKSL1; PPP1R14A; GAPDH; RPLP1; NICOL1; HSPA2; FAU; RPL18; APLP1; JUND; CD81; H3-3B; SPP1; UBB; EIF1; CBR1","cytosolic ribosome; ribosomal subunit; ribosome; cytosolic large ribosomal subunit; large ribosomal subunit; transmembrane transporter complex; respiratory chain complex; transporter complex; ribonucleoprotein complex; mitochondrial envelope; mitochondrial membrane; cytosolic small ribosomal subunit; cell body; cation channel complex; mitochondrial inner membrane; axon; neuronal cell body; organelle inner membrane; neuron projection; small ribosomal subunit; secretory vesicle; focal adhesion; somatodendritic compartment; cell-substrate junction; monoatomic ion channel complex; proton-transporting two-sector ATPase complex; organelle envelope; neuron projection terminus; secretory granule; distal axon","3.65517427240426e-19; 1.17333340028313e-18; 8.75418594309339e-18; 7.79310523981551e-16; 1.57425071471561e-14; 1.50297858926558e-08; 2.68690303619623e-08; 7.14433102693488e-08; 9.57670229857155e-08; 4.15204229499138e-07; 5.50703255233012e-07; 5.42101276387764e-06; 7.16810954422918e-06; 9.31757156061476e-06; 9.41708435043277e-06; 9.41708435043277e-06; 1.13151162268762e-05; 1.470085710619e-05; 2.38455481123208e-05; 6.30067927057273e-05; 0.000103377608257013; 0.00013329292369041; 0.000139193978650181; 0.000146672687838615; 0.000146672687838615; 0.000146672687838615; 0.000146672687838615; 0.000692014800431311; 0.000903429291519026; 0.00143985935508374"
"turquoise","herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVH.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERVK3.int; AD_binary; herv_HERV3.int; herv_HERVE.int; herv_HERVK11.int; herv_HERV.Fc1.int","0.214; 0.202; 0.161; 0.146; 0.139; 0.082; 0.075; 0.062; 0.056; 0.02; 0.019; 0.018; 0.018; 0.001",1407,"LINC00609; PCSK6; SYNJ2; CHN2; MVB12B; DSCAML1; TMEM63A; RASGRF2; FA2H; OTUD7A; SNX29; PXK; MYO1D; SEMA4D; SLC25A13; SLC5A11; SLC39A11; RNF130; POLR2F; FNBP1; DIP2C; MICAL3; GSN; MYO1E; DPYSL5; SH3GL3; AGPAT4; PPP1R12B; PIK3C2B; SLC13A3","actin cytoskeleton; myosin complex; centriole; actin filament; brush border; actomyosin; SWI/SNF superfamily-type complex; cortical actin cytoskeleton; brush border membrane; stress fiber; contractile actin filament bundle; cluster of actin-based cell projections; cilium; microtubule organizing center; histone deacetylase complex; cortical cytoskeleton; early endosome; male germ cell nucleus; actin filament bundle; SWI/SNF complex; ruffle; ciliary basal body; cell cortex; intermediate filament; nBAF complex; germ cell nucleus; cleavage furrow; cytoplasmic side of plasma membrane; centriolar satellite; nuclear chromosome","0.24557857284364; 0.24557857284364; 0.384210101250237; 0.724095479826133; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.783966660473328; 0.808994129638362; 0.843299279228334; 0.903243884827595; 0.903243884827595; 0.903243884827595; 0.911430296428748; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647; 0.999999538434647"
"brown","herv_HERVL.int; herv_HERVK22.int; herv_HERVK9.int; herv_HERVH.int; herv_HERV17.int; herv_HERVK.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERV3.int; herv_HERVK11.int; herv_HERVK14.int; AD_binary; herv_HERVE.int; herv_HERV.Fc1.int","0.087; 0.079; 0.076; 0.067; 0.067; 0.061; 0.053; 0.032; 0.029; 0.029; 0.029; 0.028; 0.002; 0.002",71,"ANLN; HSP90AA1; HSPA1A; TLE4; PTGES3; CHORDC1; ADIPOR2; ARGLU1; HP1BP3; FXR1; XPO1; MKLN1; PAPOLA; MBNL1; TMEM59; ADAM10; LIFR; PDK4; CNOT2; PLEKHB1; CDH19; DNAJA1; KCNJ2; CLIP4; ZNF706; SEPTIN8; ST13; UBE2D3; HBP1; TNKS","protein folding chaperone complex; cytoplasmic ribonucleoprotein granule; tertiary granule membrane; ribonucleoprotein granule; tertiary granule; supramolecular complex; cytoplasmic stress granule; sperm flagellum; 9+2 motile cilium; specific granule; aggresome; nuclear body; ribosome; P-body; cell surface; endocytic vesicle; secretory granule; motile cilium; specific granule membrane; cell division site; myofibril; phagocytic vesicle; contractile muscle fiber; cell body; secretory vesicle; chromosomal region; phagocytic vesicle membrane; ribonucleoprotein complex; receptor complex; coated vesicle","0.00567438901908767; 0.113134491744874; 0.113134491744874; 0.113134491744874; 0.113134491744874; 0.148783923485707; 0.317855098469506; 0.320005296765975; 0.339956615901921; 0.339991743499597; 0.339991743499597; 0.339991743499597; 0.478657712285797; 0.478657712285797; 0.478657712285797; 0.551963430128963; 0.551963430128963; 0.551963430128963; 0.563828661800785; 0.572545645970921; 0.572545645970921; 0.572545645970921; 0.572545645970921; 0.644010351157963; 0.644010351157963; 0.644010351157963; 0.644010351157963; 0.644010351157963; 0.644010351157963; 0.644010351157963"
"green","herv_HERVK.int; herv_HERVL.int; AD_binary; herv_HERV17.int; herv_HERVH.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERVK14.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVE.int; herv_HERV.Fc1.int","0.1; 0.095; -0.087; 0.084; 0.081; 0.077; 0.07; 0.051; 0.047; 0.043; 0.039; 0.021; 0.005; 0.004",58,"PTK2; MOG; OPALIN; BCAS1; SCD5; MOBP; TMEFF2; COL4A5; AKAP6; LPGAT1; LANCL1; TJP1; KLHL32; HECW2; PLLP; ZFYVE16; RBPJ; LPAR1; PHLDB1; SEMA6A; MAL; SCARB2; UBE2E2; PTN; ASTN2; ZDHHC9; PLPPR1; CARNS1; NECAB1; GALNT13","external side of plasma membrane; cell surface; compact myelin; Schaffer collateral - CA1 synapse; side of membrane; collagen-containing extracellular matrix; anchoring junction; endoplasmic reticulum membrane; endoplasmic reticulum subcompartment; external encapsulating structure; extracellular matrix; nuclear outer membrane-endoplasmic reticulum membrane network; membrane raft; myelin sheath; cell-cell contact zone; plasma membrane raft; membrane microdomain; plasma membrane region; dendritic spine; neuron spine; basal part of cell; extrinsic component of plasma membrane; postsynaptic density membrane; spliceosomal complex; postsynaptic membrane; postsynaptic specialization membrane; cell-cell junction; apical part of cell; focal adhesion; catenin complex","0.163273348000681; 0.163273348000681; 0.320573889295029; 0.408550585955123; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.458951954916325; 0.528058287770312; 0.584370080322336; 0.584370080322336; 0.584370080322336; 0.584370080322336; 0.584370080322336; 0.584370080322336; 0.584370080322336; 0.584370080322336"
"black","herv_HERVL.int; herv_HERVK.int; herv_HERV17.int; herv_HERVK22.int; herv_HERVK9.int; herv_HERVH.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERVK3.int; herv_HERVK11.int; herv_HERVE.int; herv_HERV3.int; AD_binary; herv_HERV.Fc1.int","0.142; 0.131; 0.112; 0.112; 0.107; 0.071; 0.049; 0.048; 0.046; 0.021; 0.015; 0.013; -0.004; 0.001",33,"RNF220; AGAP1; MAP4K4; FRMD4B; DOCK5; ENPP2; ZNF536; SPOCK1; C10orf90; PRUNE2; DIP2B; LIMCH1; CLMN; DPYD; DLG1; APBB2; ZNF638; GAB1; CDH20; DOCK4; FAM107B; ZSWIM6; GRM3; MAP4K5; CDK19; RYBP; ENOX1; CCNH; CCDC88A; HDAC2-AS2","cyclin-dependent protein kinase holoenzyme complex; adherens junction; neuromuscular junction; anchoring junction; bicellular tight junction; main axon; postsynapse; glutamatergic synapse; tight junction; cell-cell junction; axon; apical junction complex; serine/threonine protein kinase complex; protein kinase complex; actin-based cell projection; centriole; nuclear cyclin-dependent protein kinase holoenzyme complex; stereocilium; stereocilium bundle; carboxy-terminal domain protein kinase complex; catenin complex; basement membrane; neuron projection; postsynaptic density; Cul2-RING ubiquitin ligase complex; U2-type precatalytic spliceosome; RNA polymerase II transcription regulator complex; postsynaptic specialization; immunological synapse; podosome","0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.319047400655209; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745; 0.406052317705745"
"yellow","herv_HERVL.int; herv_HERVK.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVH.int; AD_binary; herv_HERVK13.int; herv_HERVK3.int; herv_HERVK14.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVE.int; herv_HERV.Fc1.int","0.106; 0.1; 0.089; 0.086; 0.085; 0.071; -0.039; 0.039; 0.038; 0.036; 0.026; 0.017; 0.009; 0.005",61,"IL1RAPL1; QKI; PIP4K2A; PDE4B; PCDH9; CTNNA3; ELMO1; ST18; PHLPP1; SHTN1; EDIL3; SLC44A1; DLG2; FRMD5; ZBTB20; SIK3; MAP7; TMTC2; TCF12; MAGI2; DNM3; SEPTIN7; SLC24A2; MARCHF1; SPOCK3; FRYL; PDE1C; ANK3; PTPRD; TTLL7","neuron projection; axon; somatodendritic compartment; basal plasma membrane; basal part of cell; main axon; postsynapse; Z disc; basolateral plasma membrane; cell-cell junction; I band; external encapsulating structure; extracellular matrix; plasma membrane region; anchoring junction; photoreceptor inner segment; dendrite; dendritic tree; synaptic membrane; collagen-containing extracellular matrix; sarcomere; site of polarized growth; postsynaptic specialization; neuromuscular junction; myofibril; neuronal cell body; contractile muscle fiber; myelin sheath; cell-cell contact zone; supramolecular fiber","0.000881322929545929; 0.00237273663798306; 0.00237273663798306; 0.0143270354060955; 0.0180860029657524; 0.0201674724028962; 0.0201674724028962; 0.0201674724028962; 0.0222323849155377; 0.0222323849155377; 0.0230815022064522; 0.0255915543361801; 0.0255915543361801; 0.0309054979334683; 0.0322809854864781; 0.0325338424167814; 0.0362595611088916; 0.0362595611088916; 0.0372802322645752; 0.043148402221447; 0.0450464698403332; 0.0450464698403332; 0.0450464698403332; 0.0450464698403332; 0.0480136434918502; 0.0480136434918502; 0.0480136434918502; 0.0502891471824312; 0.0502891471824312; 0.0532250425993966"
"red","herv_HERVL.int; herv_HERVK.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERV17.int; herv_HERVH.int; AD_binary; herv_HERVK3.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERV3.int; herv_HERVK11.int; herv_HERVE.int; herv_HERV.Fc1.int","0.12; 0.101; 0.098; 0.095; 0.085; 0.074; 0.068; 0.051; 0.04; 0.037; 0.033; 0.023; 0.008; -0.001",50,"SORT1; NEAT1; LINC-PINT; LRRC1; NCOA7; ZNF652; PCGF5; EFHD1; FKBP5; CEDORA; SILC1; MPDZ; HIBCH; KIZ; CPQ; KANSL1L; LINC00862; SSBP2; PNISR; COPA; MAP2K4; ENSG00000285635; PPP4R2; BNIP3L; ADAMTSL3; NDUFAF6; PDS5B; ZNF397; APOLD1; PANTR1","sex chromosome; Golgi-associated vesicle; perikaryon; asymmetric synapse; neuron to neuron synapse; coated vesicle; integrator complex; GTPase complex; dendrite cytoplasm; external encapsulating structure; extracellular matrix; RISC complex; trans-Golgi network transport vesicle; nuclear ubiquitin ligase complex; RNAi effector complex; Golgi apparatus subcompartment; clathrin-coated vesicle; transport vesicle; small-subunit processome; H4 histone acetyltransferase complex; growth cone; postsynaptic density; autophagosome membrane; Golgi-associated vesicle membrane; excitatory synapse; site of polarized growth; postsynaptic specialization; neuronal cell body; replication fork; rough endoplasmic reticulum","0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183; 0.682504218422183"
"pink","herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVH.int; herv_HERVK9.int; herv_HERVK22.int; AD_binary; herv_HERVK14.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERVK11.int; herv_HERV3.int; herv_HERV.Fc1.int; herv_HERVE.int","0.135; 0.109; 0.085; 0.076; 0.076; 0.072; -0.055; 0.052; 0.047; 0.039; 0.025; 0.013; 0.008; 0.008",21,"PLEKHH1; PDE8A; ENSG00000227088; FAM13C; ATP10B; ENSG00000226994; PSD3; NAALADL2; LINC01170; LINC03122; DENND5A; LINC01630; RFX3-DT; ITFG1; NEK3; ENSG00000298738; MIR325HG; SUMF1; DPH6; ENSG00000308009; PROX1-AS1","retromer complex; ruffle membrane; leading edge membrane; endoplasmic reticulum lumen; late endosome membrane; ruffle; cell projection membrane; transporter complex; late endosome; trans-Golgi network; Golgi apparatus subcompartment; postsynaptic density; lysosomal membrane; lytic vacuole membrane; postsynaptic specialization; cell leading edge; asymmetric synapse; neuron to neuron synapse; vacuolar membrane; endosome membrane; lytic vacuole; lysosome; Golgi membrane; axon; vacuole; perinuclear region of cytoplasm; postsynapse; membrane protein complex; plasma membrane region; endoplasmic reticulum membrane","0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907; 0.667974623043907"
