"module","trait","cor","n_gene","hub_gene","GO","GO_padj"
"blue","AD_binary; herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVH.int; herv_HERVK3.int; herv_HERVK22.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVK14.int; herv_HERVE.int; herv_HERV.Fc1.int; herv_HERVK13.int","-0.115; -0.081; -0.055; -0.035; -0.033; 0.029; 0.028; -0.028; 0.027; 0.025; -0.013; -0.01; -0.004; 0.002",203,"FTH1; CRYAB; FTL; CNP; APOD; ACTB; PTMA; CLDND1; CSRP1; RNASE1; MT3; NKX6-2; OLIG1; SELENOP; MARCKSL1; PPP1R14A; GAPDH; RPLP1; NICOL1; HSPA2; FAU; RPL18; APLP1; JUND; CD81; H3-3B; SPP1; UBB; EIF1; CBR1","structural constituent of ribosome; structural molecule activity; inorganic cation transmembrane transporter activity; monoatomic cation transmembrane transporter activity; proton transmembrane transporter activity; inorganic molecular entity transmembrane transporter activity; monoatomic ion transmembrane transporter activity; monoatomic cation channel activity; transmembrane transporter activity; transporter activity; electron transfer activity; antioxidant activity; oxidoreduction-driven active transmembrane transporter activity; channel activity; passive transmembrane transporter activity; monoatomic ion channel activity; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor; primary active transmembrane transporter activity; active monoatomic ion transmembrane transporter activity; calcium-dependent protein binding; oxidoreductase activity, acting on NAD(P)H; NADH dehydrogenase (ubiquinone) activity; oxidoreductase activity; ubiquitin protein ligase binding; amyloid-beta binding; amide binding; ubiquitin-like protein ligase binding; transmembrane transporter binding; transporter regulator activity; calmodulin binding","3.87754642239903e-21; 1.62393303710051e-15; 1.12027680476297e-06; 1.52050318087832e-06; 4.18588750888856e-06; 4.57924776431972e-06; 1.70138428263107e-05; 0.000103714797387495; 0.000206575363995211; 0.000219009698464159; 0.000230558911045143; 0.000252152049886341; 0.00037512316409293; 0.000887768838923416; 0.000887768838923416; 0.00184963627025784; 0.00197406034409623; 0.00295316029370754; 0.00346068536388668; 0.00516266909908436; 0.00903517458688375; 0.0104220173449215; 0.0111108027183132; 0.0115969681895598; 0.0115969681895598; 0.0144381425864763; 0.0144381425864763; 0.0144381425864763; 0.0144381425864763; 0.0251749171059379"
"turquoise","herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVH.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERVK3.int; AD_binary; herv_HERV3.int; herv_HERVE.int; herv_HERVK11.int; herv_HERV.Fc1.int","0.214; 0.202; 0.161; 0.146; 0.139; 0.082; 0.075; 0.062; 0.056; 0.02; 0.019; 0.018; 0.018; 0.001",1407,"LINC00609; PCSK6; SYNJ2; CHN2; MVB12B; DSCAML1; TMEM63A; RASGRF2; FA2H; OTUD7A; SNX29; PXK; MYO1D; SEMA4D; SLC25A13; SLC5A11; SLC39A11; RNF130; POLR2F; FNBP1; DIP2C; MICAL3; GSN; MYO1E; DPYSL5; SH3GL3; AGPAT4; PPP1R12B; PIK3C2B; SLC13A3","histone methyltransferase activity; actin binding; microfilament motor activity; lysine N-methyltransferase activity; protein-lysine N-methyltransferase activity; histone H3 methyltransferase activity; protein methyltransferase activity; actin filament binding; N-methyltransferase activity; GTPase regulator activity; nucleoside-triphosphatase regulator activity; cytoskeletal motor activity; phosphatidylinositol-3,4-bisphosphate binding; histone modifying activity; phosphatidylinositol binding; guanyl-nucleotide exchange factor activity; S-adenosylmethionine-dependent methyltransferase activity; phosphoprotein phosphatase activity; phosphatidylinositol bisphosphate binding; sequence-specific DNA binding; histone reader activity; transferase activity, transferring one-carbon groups; phosphatase activity; methyltransferase activity; phosphatidylinositol-3,5-bisphosphate binding; double-stranded DNA binding; phospholipid binding; sequence-specific double-stranded DNA binding; cytoskeletal protein binding; dynein intermediate chain binding","0.0889588224747026; 0.0889588224747026; 0.0986690187682009; 0.114076408867145; 0.114076408867145; 0.117478358848107; 0.117478358848107; 0.122353155906289; 0.122353155906289; 0.154454820083059; 0.154454820083059; 0.154454820083059; 0.154633544225657; 0.238544188438888; 0.23902906548788; 0.243173427346308; 0.243173427346308; 0.258323007944612; 0.258323007944612; 0.258323007944612; 0.258323007944612; 0.2880580872715; 0.2880580872715; 0.2880580872715; 0.292188005059785; 0.382947494854189; 0.382947494854189; 0.419928620892503; 0.435005005448313; 0.442867440534073"
"brown","herv_HERVL.int; herv_HERVK22.int; herv_HERVK9.int; herv_HERVH.int; herv_HERV17.int; herv_HERVK.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERV3.int; herv_HERVK11.int; herv_HERVK14.int; AD_binary; herv_HERVE.int; herv_HERV.Fc1.int","0.087; 0.079; 0.076; 0.067; 0.067; 0.061; 0.053; 0.032; 0.029; 0.029; 0.029; 0.028; 0.002; 0.002",71,"ANLN; HSP90AA1; HSPA1A; TLE4; PTGES3; CHORDC1; ADIPOR2; ARGLU1; HP1BP3; FXR1; XPO1; MKLN1; PAPOLA; MBNL1; TMEM59; ADAM10; LIFR; PDK4; CNOT2; PLEKHB1; CDH19; DNAJA1; KCNJ2; CLIP4; ZNF706; SEPTIN8; ST13; UBE2D3; HBP1; TNKS","protein folding chaperone; ATP-dependent protein folding chaperone; unfolded protein binding; heat shock protein binding; ATPase regulator activity; protein-folding chaperone binding; ATPase activator activity; Hsp90 protein binding; Hsp70 protein binding; transcription regulator inhibitor activity; cadherin binding; protein sequestering activity; cell adhesion molecule binding; mRNA 3'-UTR AU-rich region binding; ubiquitin protein ligase binding; protein tyrosine kinase binding; ubiquitin-like protein ligase binding; lncRNA binding; nucleotidyltransferase activity; disordered domain specific binding; molecular sequestering activity; molecular condensate scaffold activity; protein-macromolecule adaptor activity; manganese ion binding; DNA-binding transcription factor binding; transcription factor binding; ATP-dependent activity; transcription corepressor binding; translation regulator activity; receptor tyrosine kinase binding","1.29175148854231e-08; 3.16911664871389e-08; 3.46599079849239e-08; 2.91043740290133e-06; 1.82239113455866e-05; 2.14033200644211e-05; 0.00166878409424944; 0.00196783236580876; 0.00473836849437361; 0.0175091676970372; 0.152334452144274; 0.243422160008682; 0.274437329095751; 0.279902180859424; 0.279902180859424; 0.29082930101182; 0.29082930101182; 0.29763483627986; 0.323900154824422; 0.323900154824422; 0.323900154824422; 0.45877396435373; 0.488776545136964; 0.488776545136964; 0.488776545136964; 0.488776545136964; 0.488776545136964; 0.488776545136964; 0.488776545136964; 0.565087814615102"
"green","herv_HERVK.int; herv_HERVL.int; AD_binary; herv_HERV17.int; herv_HERVH.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERVK14.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVE.int; herv_HERV.Fc1.int","0.1; 0.095; -0.087; 0.084; 0.081; 0.077; 0.07; 0.051; 0.047; 0.043; 0.039; 0.021; 0.005; 0.004",58,"PTK2; MOG; OPALIN; BCAS1; SCD5; MOBP; TMEFF2; COL4A5; AKAP6; LPGAT1; LANCL1; TJP1; KLHL32; HECW2; PLLP; ZFYVE16; RBPJ; LPAR1; PHLDB1; SEMA6A; MAL; SCARB2; UBE2E2; PTN; ASTN2; ZDHHC9; PLPPR1; CARNS1; NECAB1; GALNT13","signaling receptor activity; molecular transducer activity; extracellular matrix structural constituent; receptor ligand activity; signaling receptor activator activity; non-membrane spanning protein tyrosine kinase activity; signaling receptor regulator activity; integrin binding; modified amino acid binding; transmembrane signaling receptor activity; signaling receptor binding; G protein-coupled receptor activity; virus receptor activity; alcohol binding; exogenous protein binding; structural molecule activity; cell adhesion molecule binding; lipase activity; amino acid transmembrane transporter activity; protein tyrosine phosphatase activity; organic acid transmembrane transporter activity; carboxylic acid transmembrane transporter activity; protein tyrosine kinase activity; carboxylic ester hydrolase activity; phosphatase activity; hydrolase activity, acting on ester bonds; extracellular ligand-gated monoatomic ion channel activity; organic acid:sodium symporter activity; glutamate receptor activity; palmitoyltransferase activity","0.284827976030011; 0.284827976030011; 0.284827976030011; 0.284827976030011; 0.284827976030011; 0.284827976030011; 0.284827976030011; 0.284827976030011; 0.348707927924547; 0.348707927924547; 0.36759021916575; 0.36759021916575; 0.36759021916575; 0.36759021916575; 0.36759021916575; 0.367600494197905; 0.40472487178691; 0.418358496477547; 0.454192062480328; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604; 0.524745622751604"
"black","herv_HERVL.int; herv_HERVK.int; herv_HERV17.int; herv_HERVK22.int; herv_HERVK9.int; herv_HERVH.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERVK3.int; herv_HERVK11.int; herv_HERVE.int; herv_HERV3.int; AD_binary; herv_HERV.Fc1.int","0.142; 0.131; 0.112; 0.112; 0.107; 0.071; 0.049; 0.048; 0.046; 0.021; 0.015; 0.013; -0.004; 0.001",33,"RNF220; AGAP1; MAP4K4; FRMD4B; DOCK5; ENPP2; ZNF536; SPOCK1; C10orf90; PRUNE2; DIP2B; LIMCH1; CLMN; DPYD; DLG1; APBB2; ZNF638; GAB1; CDH20; DOCK4; FAM107B; ZSWIM6; GRM3; MAP4K5; CDK19; RYBP; ENOX1; CCNH; CCDC88A; HDAC2-AS2","cytoskeletal protein binding; tubulin binding; guanyl-nucleotide exchange factor activity; beta-catenin binding; ion channel regulator activity; channel regulator activity; transporter regulator activity; microtubule binding; GTPase activator activity; GTPase regulator activity; nucleoside-triphosphatase regulator activity; calcium ion binding; enzyme activator activity; glutamate receptor activity; enzyme regulator activity; actin binding; RNA polymerase II general transcription initiation factor activity; cyclin-dependent protein serine/threonine kinase regulator activity; oxidoreductase activity; protein serine kinase activity; epidermal growth factor receptor binding; protein domain specific binding; kinase activity; insulin receptor binding; calcium channel regulator activity; potassium channel regulator activity; phosphotransferase activity, phosphate group as acceptor; nucleobase-containing compound kinase activity; cargo receptor activity; NADP binding","0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016; 0.401613832929016"
"yellow","herv_HERVL.int; herv_HERVK.int; herv_HERV17.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERVH.int; AD_binary; herv_HERVK13.int; herv_HERVK3.int; herv_HERVK14.int; herv_HERVK11.int; herv_HERV3.int; herv_HERVE.int; herv_HERV.Fc1.int","0.106; 0.1; 0.089; 0.086; 0.085; 0.071; -0.039; 0.039; 0.038; 0.036; 0.026; 0.017; 0.009; 0.005",61,"IL1RAPL1; QKI; PIP4K2A; PDE4B; PCDH9; CTNNA3; ELMO1; ST18; PHLPP1; SHTN1; EDIL3; SLC44A1; DLG2; FRMD5; ZBTB20; SIK3; MAP7; TMTC2; TCF12; MAGI2; DNM3; SEPTIN7; SLC24A2; MARCHF1; SPOCK3; FRYL; PDE1C; ANK3; PTPRD; TTLL7","structural molecule activity; cell adhesion molecule binding; signaling receptor binding; beta-catenin binding; phosphoric diester hydrolase activity; phosphoric ester hydrolase activity; endopeptidase regulator activity; cytoskeletal protein binding; E-box binding; cadherin binding; actin filament binding; peptidase regulator activity; integrin binding; glutamate receptor binding; hydrolase activity, acting on glycosyl bonds; endopeptidase inhibitor activity; peptidase inhibitor activity; miRNA binding; protein dimerization activity; actin binding; protein-containing complex binding; antiporter activity; structural constituent of cytoskeleton; DNA-binding transcription factor activity, RNA polymerase II-specific; regulatory RNA binding; hydrolase activity, acting on ester bonds; phosphoprotein phosphatase activity; tubulin binding; DNA-binding transcription factor activity; SMAD binding","0.00389425831879509; 0.0071081187009474; 0.029735712830298; 0.081348167007964; 0.113889286417647; 0.132252231272413; 0.132252231272413; 0.194522892344908; 0.194522892344908; 0.22000904277627; 0.22000904277627; 0.237241857493104; 0.237241857493104; 0.293787623290865; 0.338958610078001; 0.399920619901882; 0.399920619901882; 0.399920619901882; 0.399920619901882; 0.399920619901882; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.435318414398324; 0.452311659361283; 0.465045968750239"
"red","herv_HERVL.int; herv_HERVK.int; herv_HERVK9.int; herv_HERVK22.int; herv_HERV17.int; herv_HERVH.int; AD_binary; herv_HERVK3.int; herv_HERVK14.int; herv_HERVK13.int; herv_HERV3.int; herv_HERVK11.int; herv_HERVE.int; herv_HERV.Fc1.int","0.12; 0.101; 0.098; 0.095; 0.085; 0.074; 0.068; 0.051; 0.04; 0.037; 0.033; 0.023; 0.008; -0.001",50,"SORT1; NEAT1; LINC-PINT; LRRC1; NCOA7; ZNF652; PCGF5; EFHD1; FKBP5; CEDORA; SILC1; MPDZ; HIBCH; KIZ; CPQ; KANSL1L; LINC00862; SSBP2; PNISR; COPA; MAP2K4; ENSG00000285635; PPP4R2; BNIP3L; ADAMTSL3; NDUFAF6; PDS5B; ZNF397; APOLD1; PANTR1","G protein-coupled receptor activity; molecular condensate scaffold activity; transmembrane signaling receptor activity; protein homodimerization activity; protein heterodimerization activity; protein dimerization activity; single-stranded DNA binding; oxidoreductase activity, acting on the aldehyde or oxo group of donors; mRNA 5'-UTR binding; lamin binding; thiolester hydrolase activity; peptidyl-prolyl cis-trans isomerase activity; carboxypeptidase activity; cis-trans isomerase activity; histone acetyltransferase binding; epidermal growth factor receptor binding; monosaccharide binding; insulin receptor binding; rRNA binding; K63-linked polyubiquitin modification-dependent protein binding; signaling receptor activity; molecular transducer activity; 14-3-3 protein binding; metalloexopeptidase activity; ubiquitin conjugating enzyme activity; protein serine/threonine/tyrosine kinase activity; oxidoreductase activity, acting on CH-OH group of donors; signaling receptor complex adaptor activity; ubiquitin-like protein conjugating enzyme activity; molecular sensor activity","0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116; 0.723655968720116"
"pink","herv_HERVK.int; herv_HERVL.int; herv_HERV17.int; herv_HERVH.int; herv_HERVK9.int; herv_HERVK22.int; AD_binary; herv_HERVK14.int; herv_HERVK3.int; herv_HERVK13.int; herv_HERVK11.int; herv_HERV3.int; herv_HERV.Fc1.int; herv_HERVE.int","0.135; 0.109; 0.085; 0.076; 0.076; 0.072; -0.055; 0.052; 0.047; 0.039; 0.025; 0.013; 0.008; 0.008",21,"PLEKHH1; PDE8A; ENSG00000227088; FAM13C; ATP10B; ENSG00000226994; PSD3; NAALADL2; LINC01170; LINC03122; DENND5A; LINC01630; RFX3-DT; ITFG1; NEK3; ENSG00000298738; MIR325HG; SUMF1; DPH6; ENSG00000308009; PROX1-AS1","guanyl-nucleotide exchange factor activity; oxidoreductase activity, acting on a sulfur group of donors; ATPase-coupled intramembrane lipid transporter activity; intramembrane lipid transporter activity; ligase activity, forming carbon-nitrogen bonds; phospholipid transporter activity; phosphoric diester hydrolase activity; enzyme regulator activity; GTPase regulator activity; nucleoside-triphosphatase regulator activity; lipid transporter activity; protein kinase activator activity; kinase activator activity; ligase activity; protein kinase regulator activity; magnesium ion binding; kinase regulator activity; histone H2AS1 kinase activity; histone H2A kinase activity; histone kinase activity; phosphoric ester hydrolase activity; small GTPase binding; GTPase binding; oxidoreductase activity; ATP hydrolysis activity; protein serine kinase activity; protein serine/threonine kinase activity; protein kinase activity; histone modifying activity; hydrolase activity, acting on ester bonds","0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.259463427132366; 0.321597994881912; 0.321635733857807; 0.321635733857807; 0.41619740080236; 0.427165427596925; 0.427165427596925; 0.427165427596925; 0.442233723166308; 0.442233723166308; 0.442233723166308; 0.442233723166308; 0.447565862948888; 0.449017917129986; 0.449017917129986; 0.449017917129986; 0.449017917129986; 0.461107211222411; 0.461107211222411; 0.461107211222411; 0.461107211222411"
