"gene","avg_log2FC","p_val_adj"
"LINC00836",4.62441956802799,0
"SYNPO2",4.07315915975359,0
"CP",3.98769798748696,6.21139131418548e-226
"ADAMTSL3",3.95268345163047,0
"TTN",3.94777476558006,0
"ENSG00000294055",3.75011368185644,1.01951029674331e-190
"ENSG00000287372",3.71940401237582,4.88063192980945e-310
"TNC",3.52352865499602,0
"ABI3BP",3.43084552578746,2.16408240991489e-303
"L3MBTL4",3.38919022868647,0
"LINC00609",3.31798103064374,0
"ENSG00000287704",3.25046101004112,0
"PLCB4",3.08413955169626,4.05907776731291e-256
"LINC01088",3.06966685921969,1.85569247128697e-290
"TSHZ2",3.00711890376075,0
"ALPK1",2.9725195735594,8.14713369306865e-240
"GALNT15",2.94276890570781,0
"PRR16",2.91818142306792,1.46686936929918e-168
"MYO5C",2.86400751757932,8.40584419371637e-104
"STK32A",2.86246374529806,2.72983933404689e-176
"DCLK1",2.83012165007115,0
"RASL12",2.78578279169573,4.71737874084365e-279
"CD44",2.71701270823423,0
"ENSG00000287939",2.69196640549723,0
"AQP1",2.61926659199431,0
"GINS3",2.60179517127479,9.30252865512111e-137
"SRPX",2.58614641104963,4.90762967853449e-105
"SMOC1",2.54103669797732,4.13744896835817e-153
"GPC6",2.50669613909803,3.66464522288601e-311
"NFASC",2.49336054261703,0
"ADAMTS9",2.46124081255524,2.25913654561449e-199
"SLC24A4",2.46072689043353,7.99607954734439e-288
"ARHGAP10",2.46042942455434,5.10453466711258e-118
"RETREG1",2.45651166181369,1.44394770174003e-220
"SNED1",2.40589467866,0
"FRMD6-AS2",2.40296311893524,3.07190242789455e-100
"USH1C",2.39418886979219,1.54707455443878e-147
"KAZN",2.37746149177518,0
"VCAN",2.37715509588702,0
"IGFBP5",2.36154026874306,6.48873960216258e-164
"ENSG00000222000",2.32702124872642,1.91904915655935e-115
"ARHGAP6",2.28721722443266,6.49452579576664e-126
"MAP1LC3B2",2.25422058803053,8.13864953944663e-121
"PLPP4",2.24658824757008,1.13943964701425e-125
"LINC02930",2.22820619313892,8.82821233909417e-103
"KCNJ3",2.21050213330988,1.21770749951382e-252
"SMAD9",2.18947339113858,5.30722495456987e-226
"KSR2",2.17293449158564,2.12258674612008e-109
"ENSG00000294582",2.1501035174568,1.89301690307152e-100
"MYRIP",2.12645487689776,1.88052085366392e-177
"ENSG00000285987",2.1250942259409,9.62082346146781e-75
"STUM",2.11089588139709,4.91969388813445e-113
"BNC2",2.10125160343157,1.49866241173108e-217
"LAMA2",2.02612793418154,3.83871683733421e-144
"ANGPT1",2.00535786000216,1.62109666992339e-222
"SLCO3A1",2.00492876104816,3.79535733153885e-173
"LAMA4",1.99221926600903,3.85591455475009e-140
"RASGEF1B",1.98771513821391,4.94454037147768e-85
"ENSG00000283380",1.96808218346479,3.9919064954827e-89
"DPP10",1.94818388120055,0
"C3",1.9458888787934,6.51650014979762e-119
"PAWR",1.93615904479531,2.79252354023625e-83
"EXPH5",1.92999156515195,7.90428063917875e-107
"LINC03082",1.92894380015923,1.05124819636432e-155
"SLC38A1",1.9204331119468,0
"FRMPD3",1.918240031277,1.37349796654899e-109
"FAP",1.91607794160169,1.05424130149137e-90
"B3GAT2",1.90958588848653,1.14594681750926e-125
"GUCY1A1",1.89267265633388,4.24091353248523e-107
"MAN1C1",1.87576510522383,1.37070539324917e-168
"DIRC3",1.87248737114529,8.12488096476916e-141
"SERPINI2",1.85808340311816,1.78165431665946e-172
"ADAMTS9-AS2",1.84774342958172,3.9247899152634e-214
"PLEKHA5",1.81981731815394,0
"TESHL",1.80411972976514,1.78641452802179e-115
"CRISPLD1",1.78155808402676,1.39923079006107e-67
"COL21A1",1.76963635621985,1.87122591238274e-258
"LINC02814",1.76755312662676,6.889082108933e-79
"WDR49",1.76321042111934,2.24727456625183e-278
"GYG2",1.75740591628922,2.35985286114377e-119
"CERS6",1.75337183622964,1.67865627636018e-310
"LINC02715",1.74608933600426,3.30822252701805e-67
"ENSG00000289128",1.70465394756867,8.12062440914601e-60
"MARCHF3",1.6957690743755,4.69243663695297e-211
"APLNR",1.68509367253867,8.4384876402839e-100
"ENSG00000288088",1.67552778691571,3.00550008655936e-57
"DPYSL3",1.63608647745786,2.36354509390796e-218
"EGF",1.62494467270914,4.18391423354523e-69
"CHST9",1.60842943018806,6.14364738156018e-46
"ENSG00000286695",1.60365964569694,4.90297138155853e-72
"GALNT13",1.59680537706996,5.86165622375269e-58
"CD38",1.55553218805332,8.21755275326923e-97
"LINC01725",1.54838704118205,2.27782660919039e-34
"SYNE2",1.52487602468142,1.11590770967417e-51
