"gene","avg_log2FC","p_val_adj"
"WIF1",2.28987086712615,0
"ENSG00000298352",1.82001112404743,0
"ENSG00000298738",1.63872670776442,5.56262612152828e-140
"HGF",1.55447771954498,3.13663781893709e-236
"SLC1A2-AS1",1.44365689640255,1.7350587428824e-201
"GRM3",1.39085368995972,0
"DACH1",1.37796404633131,2.23242568503055e-75
"SGCD",1.37088048093482,0
"LINC01727",1.3480537381402,5.07569756344217e-201
"ENSG00000287544",1.33653235867928,1.02849016357485e-228
"GJB6",1.33101337529004,3.52907086036245e-206
"SLC13A5",1.31735811149873,1.23787961505218e-107
"PIP5K1B",1.30151320201274,1.37217966558043e-117
"ENSG00000259481",1.2995784314443,6.30611923780689e-76
"HES5",1.28092700267521,7.27818187734691e-73
"GPC5-AS2",1.26960351251191,1.05484356482477e-93
"ARHGAP29",1.26801312235985,1.13456994631327e-132
"SEL1L3",1.25289745938763,4.50655754507761e-186
"ENSG00000296720",1.23190506850879,7.32517758627893e-94
"ENSG00000300494",1.22525007401157,2.27375780232645e-62
"SPRY4-AS1",1.22359997471941,4.79580188233346e-150
"SLC29A4",1.22337076356627,4.72156727128636e-92
"RERG",1.21446528807215,3.45184208823255e-238
"ENSG00000255580",1.21316609591097,1.03331473272658e-109
"ENSG00000274441",1.19338629982464,1.58999927624949e-85
"ENSG00000272865",1.17726400943418,1.3923345784087e-106
"ENSG00000303855",1.17369015236979,2.87855266029479e-95
"SLC7A10",1.17091400484376,1.43651400491655e-122
"ABCD2",1.15955659592758,7.77716822075496e-154
"ENSG00000287159",1.15902195275807,1.58196443693313e-60
"DIO2",1.15262527825787,2.41907317958875e-127
"ENSG00000286798",1.15160433933315,2.81177410177978e-49
"GNA14-AS1",1.14603203664927,4.77601018802584e-62
"ENSG00000303442",1.14425278791537,4.15241980731571e-37
"PTN",1.14170977329168,0
"COL23A1",1.13859477765863,2.34555581118724e-99
"HPSE2",1.1197509915075,0
"ATP1B2",1.11665519710184,2.40966924512594e-307
"SLC6A1-AS1",1.11505360332801,1.00282769305447e-96
"CABLES1",1.1139384037483,0
"SLC1A2",1.10649433529594,0
"LINC02698",1.09332056574276,4.83585520030761e-39
"ZNF98",1.08698342708254,5.40566960214434e-292
"ENSG00000224731",1.07126022052413,1.15587414065856e-37
"ENSG00000289097",1.05977696365241,1.01148365876141e-51
"LINC01414",1.05831479674995,7.47901258469366e-85
"ATP13A4-AS1",1.05425851897826,7.233820548905e-42
"TMEM132C",1.03701715165995,1.47261270372937e-136
"HS3ST5",1.03108426766192,1.69369320504288e-133
"CHRDL1",1.02897603066297,8.5464010502034e-96
"VAV3",1.02485021379733,3.93978893223534e-242
"GFRA1",1.02389358893967,7.15817267396515e-57
"FREM2",1.01327221419209,6.10092757691298e-75
"MFGE8",1.00706325817248,6.83738849778048e-182
"RBMS3-AS3",1.00692717566476,1.25716104142215e-55
"GPAM",0.999856968209044,2.08907582307383e-144
"CXCL14",0.996895107477823,1.66294429012206e-99
"ENSG00000305357",0.985143543205498,1.73059785879673e-73
"OLIG1",0.982514070890358,1.02409735591354e-95
"F11-AS1",0.982093701948519,7.37356483299119e-144
"APOE",0.976985796197495,2.43268906473578e-202
