"signature","feature","gene_set","n_gene","agg","level","rho","p_val","n","herv_pct","gene_set_pct","p_adj"
1,"HARLEQUIN-6p21.31","STAT3",1,"mean","cell",0.0781214770511248,6.3376896401796e-05,2616,0.0286697247706422,0.417048929663609,6.3376896401796e-05
2,"HARLEQUIN-6p21.31","PLSCR1",1,"mean","cell",0.198257700372319,1.35106932072492e-24,2616,0.0286697247706422,0.325688073394495,1.35106932072492e-24
3,"HARLEQUIN-6p21.31","MAP3K14",1,"mean","cell",0.647452348786272,9.33075320701574e-311,2616,0.0286697247706422,0.0825688073394495,9.33075320701574e-311
1,"HML1-1q32.1","COLEC12",1,"mean","cell",0.171167656548304,1.19008107775792e-18,2616,0.0237003058103976,0.386850152905199,1.19008107775792e-18
2,"HML1-1q32.1","ABCC9",1,"mean","cell",0.292410161369697,9.77926201828932e-53,2616,0.0237003058103976,0.264908256880734,9.77926201828932e-53
3,"HML1-1q32.1","TPST1",1,"mean","cell",0.515272010343037,2.12804499621979e-177,2616,0.0237003058103976,0.135321100917431,2.12804499621979e-177
