"celltype","n_NC","n_AD","feature","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Inhib",12254,15060,"HERVKC4",1.29652885317441e-08,-0.230108201086005,0.108,0.104,7.77917311904644e-07
"Inhib",12254,15060,"HERVFH21",2.42513797410652e-08,0.177666905927063,0.119,0.099,1.45508278446391e-06
"Inhib",12254,15060,"LTR25",3.05850980795702e-08,0.0619126593057236,0.434,0.404,1.83510588477421e-06
"Inhib",12254,15060,"LTR57",3.12955358043676e-08,-0.0100458400020609,0.178,0.162,1.87773214826206e-06
"Inhib",12254,15060,"HERV30",1.00539401161408e-07,0.342788159107764,0.053,0.039,6.03236406968449e-06
"Inhib",12254,15060,"HERVK13",1.05646602714737e-07,0.0283370426221302,0.389,0.361,6.33879616288421e-06
"Inhib",12254,15060,"HERVK14C",4.48179035852346e-07,-0.187278274971837,0.064,0.056,2.68907421511407e-05
"Inhib",12254,15060,"HUERS-P3b",5.15073363469762e-07,-0.0482931303649256,0.456,0.443,3.09044018081857e-05
"Inhib",12254,15060,"PRIMA4",6.8011430972946e-07,0.0187080837891006,0.379,0.357,4.08068585837676e-05
"Inhib",12254,15060,"HERVS71",8.99736073715849e-07,0.0782806300792396,0.488,0.457,5.39841644229509e-05
"Inhib",12254,15060,"MER61",3.98144028946518e-06,0.0616624011685676,0.678,0.656,0.000238886417367911
"Inhib",12254,15060,"PRIMAX",1.09451497460002e-05,0.0187869742935365,0.447,0.424,0.000656708984760009
"Inhib",12254,15060,"HERVK11",1.53409657419728e-05,0.072383661233149,0.72,0.699,0.000920457944518369
"Inhib",12254,15060,"HERV9",2.49307231598994e-05,0.0522847716595665,0.685,0.669,0.00149584338959397
"Inhib",12254,15060,"MER4B",2.79123704964933e-05,0.00722412501706149,0.776,0.78,0.0016747422297896
"Inhib",12254,15060,"HERVI",3.14738702992878e-05,0.0647604899830203,0.549,0.525,0.00188843221795727
"Inhib",12254,15060,"ERVL-B4",7.09620714895119e-05,0.037903570133897,0.746,0.741,0.00425772428937072
