"celltype","n_NC","n_AD","feature","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mic",4346,6060,"HERVK-int",0.136783154861245,-0.0789078052284215,0.184,0.187,1
"Mic",4346,6060,"HERVE-int",0.182189100502064,-0.0358772130017064,0.089,0.084,1
"Mic",4346,6060,"HERVP71A-int",0.227449467039123,-0.0304785756078401,0.057,0.052,1
"OPC",5911,6954,"HERVH-int",1.9396285157036e-22,0.117295401000744,0.706,0.733,1.12498453910809e-20
"OPC",5911,6954,"HERV35I-int",2.41203336397608e-07,-0.142889130231842,0.406,0.452,1.39897935110613e-05
"OPC",5911,6954,"ERVL-E-int",2.28495826871748e-06,-0.0128853264998963,0.712,0.744,0.000132527579585614
"OPC",5911,6954,"ERV3-16A3-I-int",0.00184758374992599,0.136152027025805,0.482,0.483,0.107159857495707
"OPC",5911,6954,"HERVFH19-int",0.00209452992949973,0.197620561077123,0.089,0.073,0.121482735910984
"OPC",5911,6954,"HERVIP10B3-int",0.00563368561827086,-0.206267780233801,0.149,0.163,0.32675376585971
"OPC",5911,6954,"HERVS71-int",0.007929318579823,-0.130399482979969,0.253,0.275,0.459900477629734
"OPC",5911,6954,"HERV9N-int",0.029846718578495,-0.202898450277897,0.119,0.13,1
"OPC",5911,6954,"HERVE-a-int",0.0348738262209677,-0.195678858090113,0.082,0.091,1
"OPC",5911,6954,"ERVL-B4-int",0.0369069978805133,-0.000448686388678787,0.532,0.551,1
"OPC",5911,6954,"HERVK14-int",0.0471975214366091,-0.0876994020833519,0.107,0.118,1
"OPC",5911,6954,"HERVK13-int",0.0542451730639864,-0.134897701588721,0.079,0.083,1
"OPC",5911,6954,"HERV16-int",0.0991507925096803,-0.0459545213459343,0.169,0.169,1
"OPC",5911,6954,"HERV9NC-int",0.10522641954984,-0.147072061851786,0.112,0.112,1
"OPC",5911,6954,"HERVK11-int",0.128342174971024,0.147665705968403,0.253,0.238,1
"OPC",5911,6954,"HERVL74-int",0.163030359338988,-0.171566458908327,0.069,0.072,1
"OPC",5911,6954,"HERV3-int",0.175913228144434,0.264866194784463,0.149,0.139,1
"OPC",5911,6954,"HERVH48-int",0.209377814642536,-0.0124157673075154,0.192,0.19,1
"OPC",5911,6954,"HERVK-int",0.213139957679548,-0.0454562933732883,0.372,0.387,1
"OPC",5911,6954,"HERV17-int",0.214677787430539,-0.0536756729225095,0.262,0.271,1
"OPC",5911,6954,"ERV24-Prim-int",0.270647135575168,0.0893038987062713,0.096,0.102,1
"OPC",5911,6954,"HERVE-int",0.279630209353973,-0.0550363105864524,0.183,0.189,1
"OPC",5911,6954,"HERVL-int",0.30132722334728,0.00432931611084586,0.461,0.473,1
"OPC",5911,6954,"HERVIP10F-int",0.337985061518312,-0.0451928063051121,0.191,0.198,1
"OPC",5911,6954,"HERVK22-int",0.454140069545169,0.0172943677709378,0.183,0.179,1
"OPC",5911,6954,"HERVL40-int",0.483662822956588,-0.0101933594899924,0.322,0.332,1
"OPC",5911,6954,"ERV24B-Prim-int",0.49586181475057,0.0868180479470753,0.195,0.188,1
"OPC",5911,6954,"HERV4-I-int",0.554736670685726,-0.0402399535671967,0.198,0.203,1
"OPC",5911,6954,"HERVK3-int",0.577380856172444,0.05024717060705,0.192,0.189,1
"OPC",5911,6954,"HERVK9-int",0.614709664283971,0.0498713196561203,0.332,0.341,1
"OPC",5911,6954,"HERVP71A-int",0.626133505033211,-0.00299909731946912,0.117,0.118,1
"OPC",5911,6954,"HERVIP10FH-int",0.688821015127439,0.0467447636592514,0.292,0.297,1
"OPC",5911,6954,"HERVI-int",0.693641742545875,0.098552868308373,0.073,0.071,1
"OPC",5911,6954,"ERV3-16A3-LTR",0.791695044349782,-0.0321449991007103,0.098,0.101,1
"OPC",5911,6954,"HERV9-int",0.860980413972609,0.0815813661771261,0.118,0.115,1
"OPC",5911,6954,"ERVL-int",0.975770857669745,0.0438212741063145,0.269,0.27,1
"All",90772,116237,"HERVH-int",5.9169878806155e-160,0.102785722013062,0.773,0.78,3.43185297075699e-158
"All",90772,116237,"HERVK-int",9.82414161750816e-33,-0.0977197651952587,0.36,0.386,5.69800213815473e-31
"All",90772,116237,"HERV3-int",5.17264406908154e-23,0.23203610391516,0.151,0.136,3.00013356006729e-21
