SRR12623869,GSM4775561
SRR12623870,GSM4775561
SRR12623871,GSM4775561
SRR12623872,GSM4775561
SRR12623873,GSM4775561
SRR12623874,GSM4775561
SRR12623875,GSM4775561
SRR12623876,GSM4775561
SRR12623877,GSM4775562
SRR12623878,GSM4775562
SRR12623879,GSM4775562
SRR12623880,GSM4775562
SRR12623881,GSM4775563
SRR12623882,GSM4775563
SRR12623883,GSM4775563
SRR12623884,GSM4775563
SRR12623885,GSM4775563
SRR12623886,GSM4775563
SRR12623887,GSM4775563
SRR12623888,GSM4775563
SRR12623889,GSM4775564
SRR12623890,GSM4775564
SRR12623891,GSM4775564
SRR12623892,GSM4775564
SRR12623893,GSM4775565
SRR12623894,GSM4775565
SRR12623895,GSM4775565
SRR12623896,GSM4775565
SRR12623897,GSM4775566
SRR12623898,GSM4775566
SRR12623899,GSM4775566
SRR12623900,GSM4775566
SRR12623901,GSM4775567
SRR12623902,GSM4775567
SRR12623903,GSM4775567
SRR12623904,GSM4775567
SRR12623905,GSM4775568
SRR12623906,GSM4775568
SRR12623907,GSM4775568
SRR12623908,GSM4775568
SRR12623909,GSM4775569
SRR12623910,GSM4775569
SRR12623911,GSM4775569
SRR12623912,GSM4775569
SRR12623913,GSM4775570
SRR12623914,GSM4775570
SRR12623915,GSM4775570
SRR12623916,GSM4775570
SRR12623917,GSM4775571
SRR12623918,GSM4775571
SRR12623919,GSM4775571
SRR12623920,GSM4775571
SRR12623921,GSM4775572
SRR12623922,GSM4775572
SRR12623923,GSM4775572
SRR12623924,GSM4775572
SRR12623925,GSM4775573
SRR12623926,GSM4775573
SRR12623927,GSM4775573
SRR12623928,GSM4775573
SRR12623929,GSM4775574
SRR12623930,GSM4775574
SRR12623931,GSM4775574
SRR12623932,GSM4775574
SRR12623933,GSM4775575
SRR12623934,GSM4775575
SRR12623935,GSM4775575
SRR12623936,GSM4775575
SRR12623937,GSM4775576
SRR12623938,GSM4775576
SRR12623939,GSM4775576
SRR12623940,GSM4775576
SRR12623941,GSM4775577
SRR12623942,GSM4775577
SRR12623943,GSM4775577
SRR12623944,GSM4775577
SRR12623945,GSM4775578
SRR12623946,GSM4775578
SRR12623947,GSM4775578
SRR12623948,GSM4775578
SRR12623949,GSM4775579
SRR12623950,GSM4775579
SRR12623951,GSM4775579
SRR12623952,GSM4775579
SRR12623953,GSM4775580
SRR12623954,GSM4775580
SRR12623955,GSM4775580
SRR12623956,GSM4775580
SRR12623957,GSM4775581
SRR12623958,GSM4775581
SRR12623959,GSM4775581
SRR12623960,GSM4775581
