"gene","avg_log2FC","p_val_adj"
"CD200R1L",8.95480877720513,2.64848211667915e-206
"HTR2C",8.37570877769955,0
"NPSR1-AS1",7.65465199583947,0
"ENSG00000296968",7.58383807357617,0
"IFNG-AS1",7.53854807905556,0
"ENSG00000300407",7.46919305879105,0
"NXPH2",6.87411570551679,0
"ENSG00000303715",6.81185098489686,0
"GDNF-AS1",6.53137893031905,0
"CCDC80",6.23230788746302,1.4178826794601e-273
"LINC01507",6.16196766451206,0
"NPSR1",6.11329162567761,1.40413021960596e-276
"ENSG00000307717",6.07085127549217,1.26418163675515e-137
"QRFPR",5.9610610808699,0
"LINC01804",5.89729538599222,2.96783186889446e-168
"GPRIN2",5.88315563421196,2.74197801977431e-213
"ENSG00000295651",5.87993405635724,2.55562533628196e-286
"ZNF385D",5.77366509225703,0
"ITGA8",5.73855290403182,0
"FAM89A",5.73353098547183,7.78519170382043e-186
"ENSG00000296683",5.70604032982373,5.2373493888718e-269
"ADAMTS12",5.65574990579354,0
"KCNIP1",5.64684302786094,0
"TRD-AS1",5.6350200368141,1.06831432884928e-303
"ENSG00000302378",5.62773930709712,0
"ENSG00000309198",5.55794555476008,7.64102689501426e-231
"ENSG00000289953",5.5269059091727,0
"PDE9A",5.41507309324557,0
"ENSG00000294116",5.39448795039058,6.82693766686739e-192
"ENSG00000261436",5.37627659255146,0
"ENSG00000299790",5.35042439820209,0
"LINC02218",5.18771557804822,0
"ENSG00000285876",5.12597265080105,3.27504261143759e-267
"DAPL1",5.09567981976632,1.22939221437604e-273
"ROR1",4.95487288934247,0
"ENSG00000287748",4.95028855025611,1.03517892727302e-190
"ERG",4.95017140804228,0
"ENSG00000307789",4.89832015024429,0
"PDLIM1",4.89009568351756,3.4249223571302e-151
"CARD11",4.88805128103703,2.70599491840603e-294
"ENSG00000228033",4.86665997748211,3.61074465089056e-202
"ATP2C2",4.86542674902667,0
"CD36",4.856229661774,0
"ENSG00000300759",4.80019738629486,2.4517050824964e-131
"COL9A1",4.77563313345792,2.89040377955134e-231
"FER1L6-AS1",4.77072529640982,5.33216393422426e-167
"LHFPL3",4.6906897027911,0
"FER1L6-AS2",4.67030454329681,0
"XACT",4.60594616903818,1.3573858397791e-197
"SPON1",4.59011423742931,0
"VEGFC",4.58865036300589,8.8978044965767e-176
"SAMD3",4.57081326895809,0
"LINC01885",4.50715303007844,0
"PLPP4",4.45740651601722,4.0823298637461e-226
"SLC24A3",4.43964016577881,0
"ENSG00000260532",4.42314047142122,1.26408896516686e-147
"GRIK1",4.3932825853674,0
"ENSG00000303891",4.37094463032552,2.97247862534742e-181
"LGR5",4.35406883346815,1.40885056876905e-261
"ENSG00000225649",4.33344272122945,0
"ENSG00000285835",4.29136218792474,6.73864148792392e-159
"TRIM67",4.22565987941678,1.38950367039067e-112
"PLPPR1",4.20976755278584,0
"ENSG00000293887",4.20210607206443,5.51517028885164e-101
"TSPAN12",4.19256813031642,4.34808450347689e-112
"ENSG00000287907",4.15264438127344,0
"LPIN3",4.12299668585114,1.98130354421329e-175
"ENSG00000287424",4.11132221787669,2.81617507589363e-227
"NR4A3",4.10086359588094,9.38449928335553e-312
"ROBO3",4.06864860915301,0
"CDCP1",4.05479501040867,3.61815774338305e-163
"PWRN4",3.9914911819037,0
"ENSG00000243089",3.92551105798457,4.60176449527145e-260
"LINC02142",3.81897084825204,7.9154103671893e-93
"ADAM12",3.8113511875499,3.88431765828652e-292
"ENSG00000300729",3.77947072725344,6.41021530555093e-96
"RCAN3",3.76683423186507,4.06954592902852e-104
"ENSG00000263594",3.75849360609149,2.1186900570285e-113
"ENSG00000285971",3.74720016946722,1.43149567383018e-143
"COL8A1",3.72968022927657,2.45411600257571e-148
"ENSG00000290995",3.71152568389741,1.11182016080689e-107
"SILC1",3.66323170002947,0
"NXPH3",3.6496986281685,9.60850089546376e-168
"CHRM2",3.64546100901458,0
"SPHKAP",3.63385673358647,0
"RIN2",3.62260763578078,6.15508708282708e-294
"ENSG00000287347",3.60754156341916,5.55771354927128e-223
"PWRN1",3.59705263097746,0
"LUZP2",3.59431634665431,0
"COL12A1",3.59291904501805,0
"MYOCD",3.57521377970803,1.36963887919823e-91
"SLC5A8",3.57333764761021,2.33169739375635e-230
"DIAPH3",3.56427997193832,8.9510383003233e-174
"LINC00563",3.56158235427454,4.79693391707507e-74
"BCAM",3.55884617806902,6.068602019486e-133
"FLT3",3.55853326334247,2.81317422945103e-120
"MIR3681HG",3.54717282524786,0
"TSPAN2",3.51134332406743,4.631191821144e-75
"ENSG00000290357",3.51085865523895,3.83757957473361e-180
"AFDN-DT",3.50777269125553,3.65787271327861e-82
"LINC01508",3.50607095514171,1.95727232665734e-75
"FAT1",3.50481825833477,9.03975212240978e-160
"ETV1",3.48953971711658,0
"GPRIN3",3.46462231504604,0
"CDH6",3.39486083862811,0
"UST",3.38864853930062,0
"ENSG00000287359",3.37056450249622,3.12722695833456e-306
"EPS8L2",3.36788575441582,3.59235494603284e-208
